ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_22,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_220,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_222,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_223,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_224,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_225,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_226,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,NA,NA,NA
ASV_227,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_228,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_229,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Lumpenus,Lumpenus sagitta
ASV_23,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_230,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA
ASV_231,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,Evadne nordmanni
ASV_232,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_233,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_234,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_235,Eukaryota,Mollusca,Gastropoda,Nudibranchia,NA,NA,NA
ASV_236,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_237,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_238,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_239,Eukaryota,Echinodermata,Echinoidea,Clypeasteroida,NA,NA,NA
ASV_24,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Mitrella bicincta
ASV_240,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_241,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_242,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Aplysiopsis,Aplysiopsis enteromorphae
ASV_243,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_244,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,NA,NA,NA
ASV_245,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,NA,NA
ASV_246,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,NA,NA
ASV_247,Eukaryota,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,Cucumaria piperata
ASV_248,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_249,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,NA,NA,NA
ASV_25,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Menesiniella,Menesiniella aquila
ASV_250,Eukaryota,Phoronida,Phoronopsis__f__o__c,Phoronopsis__f__o,Phoronopsis__f,Phoronopsis,Phoronopsis harmeri
ASV_251,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Lacunidae,Lacuna,Lacuna vincta
ASV_252,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus
ASV_253,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Olea,Olea hansineensis
ASV_254,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_255,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,NA,NA
ASV_256,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_257,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,NA,NA
ASV_258,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_260,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_261,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,NA,NA
ASV_262,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,NA,NA
ASV_263,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Aplysiopsis,Aplysiopsis enteromorphae
ASV_264,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_265,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Aplysiopsis,Aplysiopsis enteromorphae
ASV_266,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_267,Eukaryota,Mollusca,Gastropoda,Acteonidae__o,NA,NA,NA
ASV_268,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_269,Eukaryota,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,NA
ASV_27,Eukaryota,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,NA
ASV_270,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_271,Eukaryota,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,NA,NA
ASV_272,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_273,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_274,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus
ASV_275,Eukaryota,Echinodermata,Echinoidea,Clypeasteroida,NA,NA,NA
ASV_276,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Conidae,NA,NA
ASV_277,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus
ASV_278,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus
ASV_279,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,Hermaea,Hermaea oliviae
ASV_28,Eukaryota,Nemertea,Palaeonemertea,Tubulanidae__o,NA,NA,NA
ASV_280,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,Crepipatella lingulata
ASV_281,Eukaryota,Arthropoda,Insecta,Hemiptera,Aradidae,NA,NA
ASV_282,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Menesiniella,Menesiniella aquila
ASV_283,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,NA,NA
ASV_284,Eukaryota,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Cerberilla,Cerberilla mosslandica
ASV_285,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_286,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,NA,NA
ASV_287,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_289,Eukaryota,Chordata,Actinopteri,Embiotocidae__o,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV_29,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pleopis,Pleopis polyphemoides
ASV_290,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,NA,NA
ASV_291,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_292,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Lacunidae,Lacuna,Lacuna vincta
ASV_293,Eukaryota,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Acanthodoris brunnea
ASV_294,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiopholis,Ophiopholis aculeata
ASV_295,Eukaryota,Nemertea,Palaeonemertea,Tubulanidae__o,Tubulanidae,Callinera,Callinera kasyanovi
ASV_296,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_298,Eukaryota,Chordata,Actinopteri,Perciformes,Cryptacanthodidae,Cryptacanthodes,Cryptacanthodes bergi
ASV_299,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_3,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_30,Eukaryota,Mollusca,Gastropoda,Acteonidae__o,NA,NA,NA
ASV_300,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_301,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus marshallae
ASV_302,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Aplysiopsis,Aplysiopsis enteromorphae
ASV_304,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,NA,NA,NA
ASV_305,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Lacunidae,Lacuna,Lacuna vincta
ASV_306,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Olea,Olea hansineensis
ASV_307,Eukaryota,Annelida,Polychaeta,Sabellida,NA,NA,NA
ASV_308,Eukaryota,Bryozoa,Gymnolaemata,NA,NA,NA,NA
ASV_309,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,NA,NA
ASV_31,Eukaryota,Annelida,Polychaeta,Spionida,NA,NA,NA
ASV_310,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,NA,NA
ASV_311,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_312,Eukaryota,Mollusca,Gastropoda,Epitoniidae__o,NA,NA,NA
ASV_313,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,NA,NA
ASV_315,Eukaryota,Annelida,Polychaeta,Spionida,NA,NA,NA
ASV_316,Eukaryota,Mollusca,Gastropoda,Pyramidellidae__o,Pyramidellidae,Brachystomia,Brachystomia sitkaensis
ASV_317,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_318,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_319,Eukaryota,Annelida,Polychaeta,Opheliidae__o,Opheliidae,Armandia,Armandia brevis
ASV_32,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus balanus
ASV_320,Eukaryota,Bryozoa,Gymnolaemata,NA,NA,NA,NA
ASV_322,Eukaryota,Mollusca,Gastropoda,Pyramidellidae__o,NA,NA,NA
ASV_323,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA
ASV_324,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,NA,NA
ASV_325,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_326,Eukaryota,Mollusca,Gastropoda,NA,NA,NA,NA
ASV_327,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,NA,NA
ASV_328,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_33,Eukaryota,Annelida,Polychaeta,Spionida,NA,NA,NA
ASV_330,Eukaryota,Mollusca,Gastropoda,Hermaeidae__o,Hermaeidae,Hermaea,Hermaea oliviae
ASV_331,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,NA,NA,NA
ASV_332,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Mitrella bicincta
ASV_333,Eukaryota,Mollusca,Gastropoda,Nudibranchia,NA,NA,NA
ASV_334,Eukaryota,Arthropoda,Insecta,Hemiptera,Aradidae,NA,NA
ASV_335,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_336,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,NA
ASV_337,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,NA,NA,NA
ASV_338,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys ferruginea
ASV_339,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_34,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_341,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Lacunidae,Lacuna,Lacuna vincta
ASV_342,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,NA
ASV_343,Eukaryota,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,Lophopanopeus bellus
ASV_344,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_345,Eukaryota,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,Cucumaria miniata
ASV_346,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_347,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_348,Eukaryota,Echinodermata,Holothuroidea,Dendrochirotida,NA,NA,NA
ASV_349,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_350,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus tepperi
ASV_351,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis pulchellus
ASV_352,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA
ASV_353,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,NA
ASV_354,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
ASV_355,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Olea,Olea hansineensis
ASV_356,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
ASV_357,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus marshallae
ASV_358,Eukaryota,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,Calliostoma ligatum
ASV_359,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,NA,NA,NA
ASV_36,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Lacunidae,Lacuna,Lacuna vincta
