ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1109,Eukaryota,Dinophyceae__p,Dinophyceae,NA,NA,NA,NA
ASV_111,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,NA,NA,NA
ASV_1110,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,NA,NA
ASV_1111,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,NA,NA,NA
ASV_1112,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1113,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1114,Eukaryota,Bacillariophyta,Mediophyceae,Eupodiscales,NA,NA,NA
ASV_1115,Eukaryota,Mollusca,Bivalvia,Venerida,Veneridae,NA,NA
ASV_1116,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Halopsis,Halopsis ocellata
ASV_1117,Unknown,NA,NA,NA,NA,NA,NA
ASV_1118,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Myicolidae,NA,NA
ASV_1119,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_112,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1120,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1121,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,NA,NA,NA
ASV_1122,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Solmissus,NA
ASV_1123,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1124,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,NA
ASV_1125,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1126,Eukaryota,Dinophyceae__p,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV_1127,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,NA,NA,NA
ASV_1128,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,NA,NA,NA
ASV_1129,Unknown,NA,NA,NA,NA,NA,NA
ASV_113,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes chamissonis
ASV_1130,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1131,Eukaryota,Mollusca,Gastropoda,Limapontiidae__o,Limapontiidae,Stiliger,Stiliger ornatus
ASV_1132,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1133,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1134,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA
ASV_1135,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,NA,NA,NA
ASV_1136,Unknown,NA,NA,NA,NA,NA,NA
ASV_1137,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1138,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1139,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_114,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes chamissonis
ASV_1140,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA
ASV_1141,Eukaryota,Dinophyceae__p,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium pellucidum
ASV_1142,Eukaryota,Arthropoda,Malacostraca,Decapoda,Mithracidae,NA,NA
ASV_1143,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1144,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1145,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1146,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA
ASV_1147,Eukaryota,Arthropoda,Malacostraca,Decapoda,Callianassidae,Neotrypaea,Neotrypaea californiensis
ASV_1148,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1149,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_115,Eukaryota,Arthropoda,Hexanauplia,NA,NA,NA,NA
ASV_1150,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1151,Eukaryota,Arthropoda,Malacostraca,Decapoda,Paguridae,NA,NA
ASV_1152,Unknown,NA,NA,NA,NA,NA,NA
ASV_1153,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros radicans
ASV_1154,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1155,Eukaryota,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,Cerebratulus orochi
ASV_1156,Eukaryota,Mollusca,Bivalvia,Mytilida,Mytilidae,NA,NA
ASV_1157,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1158,Eukaryota,Arthropoda,Malacostraca,Decapoda,Palaemonidae,NA,NA
ASV_1159,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,NA,NA
ASV_116,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1160,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1161,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,NA,NA,NA
ASV_1162,Eukaryota,Chordata,Actinopteri,NA,NA,NA,NA
ASV_1163,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1164,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1165,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,NA,NA
ASV_1166,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1167,Eukaryota,Arthropoda,Malacostraca,Decapoda,Potamidae,NA,NA
ASV_1168,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,NA,NA
ASV_1169,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Pseudanthessiidae,NA,NA
ASV_117,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,NA,NA,NA
ASV_1170,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1171,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1172,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1173,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Cletodidae,NA,NA
ASV_1174,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1175,Eukaryota,Dinophyceae__p,Dinophyceae,NA,NA,NA,NA
ASV_1176,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Dioithona,NA
ASV_1177,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA
ASV_1178,Eukaryota,Annelida,Polychaeta,Opheliidae__o,Opheliidae,NA,NA
ASV_1179,Unknown,NA,NA,NA,NA,NA,NA
ASV_118,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1180,Eukaryota,Dinophyceae__p,Dinophyceae,Coccidiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium roseum
ASV_1181,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1182,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1183,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,NA,NA
ASV_1184,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1185,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1186,Eukaryota,Arthropoda,Malacostraca,Decapoda,Raninidae,NA,NA
ASV_1187,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
ASV_1188,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,NA
ASV_1189,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,NA
ASV_119,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,NA
ASV_1190,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA
ASV_1191,Eukaryota,Arthropoda,Hexanauplia,NA,NA,NA,NA
ASV_1192,Unknown,NA,NA,NA,NA,NA,NA
ASV_1193,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,NA,NA,NA
ASV_1194,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,NA,NA
ASV_1195,Eukaryota,Arthropoda,Hexanauplia,NA,NA,NA,NA
ASV_1196,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1197,Eukaryota,Dinophyceae__p,Dinophyceae,Syndiniales,NA,NA,NA
ASV_1198,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros didymus
ASV_1199,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
ASV_12,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
ASV_120,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1200,Unknown,NA,NA,NA,NA,NA,NA
ASV_1201,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,NA,NA
ASV_1202,Eukaryota,Dinophyceae__p,Dinophyceae,Syndiniales,Ellobiopsidae,Thalassomyces,Thalassomyces fagei
ASV_1203,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1204,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1205,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1206,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA
ASV_1207,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1208,Unknown,NA,NA,NA,NA,NA,NA
ASV_1209,Eukaryota,Dinophyceae__p,Dinophyceae,Blastodiniales,Blastodinium__f,Blastodinium,NA
ASV_121,Eukaryota,Arthropoda,NA,NA,NA,NA,NA
ASV_1210,Eukaryota,Dinophyceae__p,Dinophyceae,Peridiniales,Protoperidiniaceae,Islandinium,Islandinium tricingulatum
ASV_1211,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,NA,NA
ASV_1212,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1213,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1214,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros lorenzianus
ASV_1215,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA
ASV_1216,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,NA
ASV_1217,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA
ASV_1218,Eukaryota,Chordata,Appendicularia,Copelata,NA,NA,NA
ASV_1219,Eukaryota,Ctenophora,Tentaculata,NA,NA,NA,NA
ASV_122,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Limnocalanus,NA
ASV_1220,Eukaryota,Arthropoda,Malacostraca,Decapoda,Raninidae,NA,NA
ASV_1221,Eukaryota,Dinophyceae__p,Dinophyceae,Gonyaulacales,Ceratiaceae,NA,NA
ASV_1222,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1223,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Aegisthidae,NA,NA
ASV_1224,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1225,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia,NA
ASV_1226,Eukaryota,Arthropoda,Malacostraca,Decapoda,Callianassidae,Neotrypaea,NA
ASV_1227,Eukaryota,Arthropoda,Malacostraca,Decapoda,Callianassidae,Neotrypaea,Neotrypaea californiensis
ASV_1228,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1229,Unknown,NA,NA,NA,NA,NA,NA
ASV_123,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1230,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1231,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hymenosomatidae,NA,NA
ASV_1232,Eukaryota,Dinophyceae__p,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Syltodinium,Syltodinium listii
ASV_1233,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1234,Unknown,NA,NA,NA,NA,NA,NA
ASV_1235,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1236,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,NA,NA,NA
ASV_1237,Eukaryota,Arthropoda,Malacostraca,Decapoda,Mithracidae,NA,NA
ASV_1238,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Ganymedidae,Ganymedes,Ganymedes themistos
ASV_1239,Eukaryota,Arthropoda,Malacostraca,Decapoda,Albuneidae,NA,NA
ASV_124,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1240,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,NA,NA
ASV_1241,Eukaryota,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,NA,NA
ASV_1242,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Pontellidae,NA,NA
ASV_1243,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Dipolydora cf_ socialis LGW_2017
ASV_1244,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1245,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,NA
ASV_1246,Eukaryota,Dinophyceae__p,Dinophyceae,Syndiniales,Ellobiopsidae,Thalassomyces,Thalassomyces fagei
ASV_1247,Eukaryota,Annelida,Polychaeta,Phyllodocida,Sigalionidae,NA,NA
ASV_1248,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1249,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_125,Eukaryota,Chordata,Appendicularia,Copelata,Oikopleuridae,NA,NA
ASV_1250,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
ASV_1251,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
