ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1069,Unknown,NA,NA,NA,NA,NA,NA
ASV_107,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Notemigonus,Notemigonus crysoleucas
ASV_1070,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1071,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,Pyrgomatidae,NA,NA
ASV_1072,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1073,Unknown,NA,NA,NA,NA,NA,NA
ASV_1074,Unknown,NA,NA,NA,NA,NA,NA
ASV_1075,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1076,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1077,Unknown,NA,NA,NA,NA,NA,NA
ASV_1078,Unknown,NA,NA,NA,NA,NA,NA
ASV_1079,Unknown,NA,NA,NA,NA,NA,NA
ASV_108,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1080,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1081,Unknown,NA,NA,NA,NA,NA,NA
ASV_1082,Unknown,NA,NA,NA,NA,NA,NA
ASV_1083,Unknown,NA,NA,NA,NA,NA,NA
ASV_1084,Unknown,NA,NA,NA,NA,NA,NA
ASV_1085,Unknown,NA,NA,NA,NA,NA,NA
ASV_1086,Unknown,NA,NA,NA,NA,NA,NA
ASV_1087,Unknown,NA,NA,NA,NA,NA,NA
ASV_1088,Unknown,NA,NA,NA,NA,NA,NA
ASV_1089,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_109,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1090,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1091,Unknown,NA,NA,NA,NA,NA,NA
ASV_1092,Unknown,NA,NA,NA,NA,NA,NA
ASV_1093,Unknown,NA,NA,NA,NA,NA,NA
ASV_1094,Unknown,NA,NA,NA,NA,NA,NA
ASV_1095,Eukaryota,Mollusca,Gastropoda,Neogastropoda,NA,NA,NA
ASV_1096,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV_1097,Unknown,NA,NA,NA,NA,NA,NA
ASV_1098,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1099,Eukaryota,Chordata,Actinopteri,Salmoniformes,NA,NA,NA
ASV_11,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus
ASV_110,Eukaryota,Chordata,Actinopteri,Salmoniformes,NA,NA,NA
ASV_1100,Unknown,NA,NA,NA,NA,NA,NA
ASV_1101,Unknown,NA,NA,NA,NA,NA,NA
ASV_1102,Unknown,NA,NA,NA,NA,NA,NA
ASV_1103,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,NA
ASV_1104,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus
ASV_1105,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1106,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1107,Unknown,NA,NA,NA,NA,NA,NA
ASV_1108,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,NA
ASV_1109,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_111,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1110,Eukaryota,Chordata,Actinopteri,Salmoniformes,NA,NA,NA
ASV_1111,Unknown,NA,NA,NA,NA,NA,NA
ASV_1112,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,Arctonoe vittata
ASV_1113,Unknown,NA,NA,NA,NA,NA,NA
ASV_1114,Unknown,NA,NA,NA,NA,NA,NA
ASV_1115,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,NA
ASV_1116,Unknown,NA,NA,NA,NA,NA,NA
ASV_1117,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1118,Eukaryota,Arthropoda,Malacostraca,Stomatopoda,NA,NA,NA
ASV_1119,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_112,Eukaryota,Chordata,Actinopteri,Salmoniformes,NA,NA,NA
ASV_1120,Unknown,NA,NA,NA,NA,NA,NA
ASV_1121,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1122,Unknown,NA,NA,NA,NA,NA,NA
ASV_1123,Unknown,NA,NA,NA,NA,NA,NA
ASV_1124,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1125,Unknown,NA,NA,NA,NA,NA,NA
ASV_1126,Unknown,NA,NA,NA,NA,NA,NA
ASV_1127,Unknown,NA,NA,NA,NA,NA,NA
ASV_1128,Unknown,NA,NA,NA,NA,NA,NA
ASV_1129,Eukaryota,Arthropoda,Insecta,Odonata,NA,NA,NA
ASV_113,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Microgadus,Microgadus proximus
ASV_1130,Unknown,NA,NA,NA,NA,NA,NA
ASV_1131,Unknown,NA,NA,NA,NA,NA,NA
ASV_1132,Unknown,NA,NA,NA,NA,NA,NA
ASV_1133,Unknown,NA,NA,NA,NA,NA,NA
ASV_1134,Unknown,NA,NA,NA,NA,NA,NA
ASV_1135,Unknown,NA,NA,NA,NA,NA,NA
ASV_1136,Unknown,NA,NA,NA,NA,NA,NA
ASV_1137,Unknown,NA,NA,NA,NA,NA,NA
ASV_1138,Unknown,NA,NA,NA,NA,NA,NA
ASV_1139,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
ASV_114,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus
ASV_1140,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1141,Unknown,NA,NA,NA,NA,NA,NA
ASV_1142,Unknown,NA,NA,NA,NA,NA,NA
ASV_1143,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1144,Unknown,NA,NA,NA,NA,NA,NA
ASV_1145,Unknown,NA,NA,NA,NA,NA,NA
ASV_1146,Unknown,NA,NA,NA,NA,NA,NA
ASV_1147,Unknown,NA,NA,NA,NA,NA,NA
ASV_1148,Unknown,NA,NA,NA,NA,NA,NA
ASV_1149,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_115,Unknown,NA,NA,NA,NA,NA,NA
ASV_1150,Unknown,NA,NA,NA,NA,NA,NA
ASV_1151,Eukaryota,Arthropoda,Thecostraca,Pollicipedomorpha,Pollicipedidae,Pollicipes,Pollicipes polymerus
ASV_1152,Unknown,NA,NA,NA,NA,NA,NA
ASV_1153,Unknown,NA,NA,NA,NA,NA,NA
ASV_1154,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1155,Unknown,NA,NA,NA,NA,NA,NA
ASV_1156,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1157,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,NA
ASV_1158,Unknown,NA,NA,NA,NA,NA,NA
ASV_1159,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,NA
ASV_116,Unknown,NA,NA,NA,NA,NA,NA
ASV_1160,Unknown,NA,NA,NA,NA,NA,NA
ASV_1161,Unknown,NA,NA,NA,NA,NA,NA
ASV_1162,Unknown,NA,NA,NA,NA,NA,NA
ASV_1163,Unknown,NA,NA,NA,NA,NA,NA
ASV_1164,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA
ASV_1165,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1166,Unknown,NA,NA,NA,NA,NA,NA
ASV_1167,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1168,Unknown,NA,NA,NA,NA,NA,NA
ASV_1169,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_117,Eukaryota,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera capitata
ASV_1170,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1171,Unknown,NA,NA,NA,NA,NA,NA
ASV_1172,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1173,Eukaryota,Mollusca,Gastropoda,Neogastropoda,NA,NA,NA
ASV_1174,Unknown,NA,NA,NA,NA,NA,NA
ASV_1175,Unknown,NA,NA,NA,NA,NA,NA
ASV_1176,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,Chthamalus challengeri
ASV_1177,Unknown,NA,NA,NA,NA,NA,NA
ASV_1178,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1179,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_118,Unknown,NA,NA,NA,NA,NA,NA
ASV_1180,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1181,Unknown,NA,NA,NA,NA,NA,NA
ASV_1182,Unknown,NA,NA,NA,NA,NA,NA
ASV_1183,Unknown,NA,NA,NA,NA,NA,NA
ASV_1184,Unknown,NA,NA,NA,NA,NA,NA
ASV_1185,Unknown,NA,NA,NA,NA,NA,NA
ASV_1186,Eukaryota,Arthropoda,Malacostraca,Amphionidacea,NA,NA,NA
ASV_1187,Unknown,NA,NA,NA,NA,NA,NA
ASV_1188,Unknown,NA,NA,NA,NA,NA,NA
ASV_1189,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_119,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,NA
ASV_1190,Unknown,NA,NA,NA,NA,NA,NA
ASV_1191,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1192,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1193,Unknown,NA,NA,NA,NA,NA,NA
ASV_1194,Unknown,NA,NA,NA,NA,NA,NA
ASV_1195,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1196,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1197,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,NA
ASV_1198,Unknown,NA,NA,NA,NA,NA,NA
ASV_1199,Unknown,NA,NA,NA,NA,NA,NA
ASV_12,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Lepidogobius,Lepidogobius lepidus
ASV_120,Unknown,NA,NA,NA,NA,NA,NA
ASV_1200,Unknown,NA,NA,NA,NA,NA,NA
ASV_1201,Unknown,NA,NA,NA,NA,NA,NA
ASV_1202,Unknown,NA,NA,NA,NA,NA,NA
ASV_1203,Unknown,NA,NA,NA,NA,NA,NA
ASV_1204,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Semibalanus cariosus
ASV_1205,Unknown,NA,NA,NA,NA,NA,NA
ASV_1206,Unknown,NA,NA,NA,NA,NA,NA
ASV_1207,Unknown,NA,NA,NA,NA,NA,NA
ASV_1208,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,Arctonoe vittata
ASV_1209,Unknown,NA,NA,NA,NA,NA,NA
ASV_121,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1210,Unknown,NA,NA,NA,NA,NA,NA
ASV_1211,Unknown,NA,NA,NA,NA,NA,NA
ASV_1212,Unknown,NA,NA,NA,NA,NA,NA
ASV_1213,Unknown,NA,NA,NA,NA,NA,NA
ASV_1214,Unknown,NA,NA,NA,NA,NA,NA
ASV_1215,Unknown,NA,NA,NA,NA,NA,NA
ASV_1216,Unknown,NA,NA,NA,NA,NA,NA
ASV_1217,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus
ASV_1218,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1219,Unknown,NA,NA,NA,NA,NA,NA
ASV_122,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni
ASV_1220,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1221,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1222,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1223,Unknown,NA,NA,NA,NA,NA,NA
ASV_1224,Unknown,NA,NA,NA,NA,NA,NA
ASV_1225,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1226,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1227,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1228,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,NA,NA
ASV_1229,Unknown,NA,NA,NA,NA,NA,NA
ASV_123,Unknown,NA,NA,NA,NA,NA,NA
ASV_1230,Unknown,NA,NA,NA,NA,NA,NA
ASV_1231,Unknown,NA,NA,NA,NA,NA,NA
ASV_1232,Unknown,NA,NA,NA,NA,NA,NA
ASV_1233,Unknown,NA,NA,NA,NA,NA,NA
ASV_1234,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,NA
ASV_1235,Unknown,NA,NA,NA,NA,NA,NA
ASV_1236,Unknown,NA,NA,NA,NA,NA,NA
ASV_1237,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1238,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,NA
ASV_1239,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_124,Unknown,NA,NA,NA,NA,NA,NA
ASV_1240,Unknown,NA,NA,NA,NA,NA,NA
ASV_1241,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1242,Unknown,NA,NA,NA,NA,NA,NA
ASV_1243,Unknown,NA,NA,NA,NA,NA,NA
ASV_1244,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,NA,NA,NA
ASV_1245,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Lyopsetta,Lyopsetta exilis
ASV_1246,Unknown,NA,NA,NA,NA,NA,NA
ASV_1247,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1248,Unknown,NA,NA,NA,NA,NA,NA
ASV_1249,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_125,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1250,Unknown,NA,NA,NA,NA,NA,NA
ASV_1251,Unknown,NA,NA,NA,NA,NA,NA
ASV_1252,Eukaryota,Chordata,Actinopteri,Atheriniformes,NA,NA,NA
ASV_1253,Eukaryota,Annelida,Polychaeta,Phyllodocida,NA,NA,NA
ASV_1254,Eukaryota,Arthropoda,Insecta,Odonata,NA,NA,NA
ASV_1255,Unknown,NA,NA,NA,NA,NA,NA
ASV_1256,Unknown,NA,NA,NA,NA,NA,NA
ASV_1257,Unknown,NA,NA,NA,NA,NA,NA
ASV_1258,Unknown,NA,NA,NA,NA,NA,NA
ASV_1259,Unknown,NA,NA,NA,NA,NA,NA
ASV_126,Unknown,NA,NA,NA,NA,NA,NA
ASV_1260,Unknown,NA,NA,NA,NA,NA,NA
ASV_1261,Eukaryota,Arthropoda,Insecta,Coleoptera,NA,NA,NA
ASV_1262,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus
ASV_1263,Unknown,NA,NA,NA,NA,NA,NA
ASV_1264,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1265,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1266,Unknown,NA,NA,NA,NA,NA,NA
ASV_1267,Unknown,NA,NA,NA,NA,NA,NA
ASV_1268,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1269,Unknown,NA,NA,NA,NA,NA,NA
ASV_127,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa
ASV_1270,Unknown,NA,NA,NA,NA,NA,NA
ASV_1271,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys stigmaeus
ASV_1272,Eukaryota,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera capitata
ASV_1273,Unknown,NA,NA,NA,NA,NA,NA
ASV_1274,Unknown,NA,NA,NA,NA,NA,NA
ASV_1275,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax
ASV_1276,Unknown,NA,NA,NA,NA,NA,NA
ASV_1277,Eukaryota,Arthropoda,Insecta,Odonata,NA,NA,NA
ASV_1278,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,NA
ASV_1279,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,NA
ASV_128,Unknown,NA,NA,NA,NA,NA,NA
ASV_1280,Eukaryota,Arthropoda,Thecostraca,Balanomorpha,NA,NA,NA
ASV_1281,Unknown,NA,NA,NA,NA,NA,NA
ASV_1282,Unknown,NA,NA,NA,NA,NA,NA
ASV_1283,Unknown,NA,NA,NA,NA,NA,NA
ASV_1284,Unknown,NA,NA,NA,NA,NA,NA
ASV_1285,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1286,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1287,Unknown,NA,NA,NA,NA,NA,NA
ASV_1288,Unknown,NA,NA,NA,NA,NA,NA
ASV_1289,Unknown,NA,NA,NA,NA,NA,NA
ASV_129,Unknown,NA,NA,NA,NA,NA,NA
ASV_1290,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus
ASV_1291,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1292,Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Gymnocephalus,Gymnocephalus cernua
ASV_1293,Unknown,NA,NA,NA,NA,NA,NA
ASV_1294,Unknown,NA,NA,NA,NA,NA,NA
ASV_1295,Unknown,NA,NA,NA,NA,NA,NA
ASV_1296,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1297,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1298,Eukaryota,Chordata,Actinopteri,Labriformes,NA,NA,NA
ASV_1299,Unknown,NA,NA,NA,NA,NA,NA
ASV_13,Unknown,NA,NA,NA,NA,NA,NA
ASV_130,Unknown,NA,NA,NA,NA,NA,NA
ASV_1300,Unknown,NA,NA,NA,NA,NA,NA
ASV_1301,Unknown,NA,NA,NA,NA,NA,NA
ASV_1302,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1303,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,NA
ASV_1304,Unknown,NA,NA,NA,NA,NA,NA
ASV_1305,Unknown,NA,NA,NA,NA,NA,NA
ASV_1306,Unknown,NA,NA,NA,NA,NA,NA
ASV_1307,Unknown,NA,NA,NA,NA,NA,NA
ASV_1308,Eukaryota,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera capitata
ASV_1309,Unknown,NA,NA,NA,NA,NA,NA
ASV_131,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax
ASV_1310,Unknown,NA,NA,NA,NA,NA,NA
ASV_1311,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1312,Unknown,NA,NA,NA,NA,NA,NA
ASV_1313,Unknown,NA,NA,NA,NA,NA,NA
ASV_1314,Unknown,NA,NA,NA,NA,NA,NA
ASV_1315,Unknown,NA,NA,NA,NA,NA,NA
ASV_1316,Unknown,NA,NA,NA,NA,NA,NA
ASV_1317,Unknown,NA,NA,NA,NA,NA,NA
ASV_1318,Eukaryota,Chordata,Actinopteri,Cypriniformes,NA,NA,NA
ASV_1319,Unknown,NA,NA,NA,NA,NA,NA
ASV_132,Eukaryota,Chordata,Amphibia,Caudata,NA,NA,NA
ASV_1320,Unknown,NA,NA,NA,NA,NA,NA
ASV_1321,Unknown,NA,NA,NA,NA,NA,NA
ASV_1322,Unknown,NA,NA,NA,NA,NA,NA
ASV_1323,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Microgadus,Microgadus proximus
ASV_1324,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1325,Unknown,NA,NA,NA,NA,NA,NA
ASV_1326,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1327,Unknown,NA,NA,NA,NA,NA,NA
ASV_1328,Eukaryota,Arthropoda,Insecta,Diptera,NA,NA,NA
ASV_1329,Unknown,NA,NA,NA,NA,NA,NA
ASV_133,Eukaryota,Arthropoda,Insecta,NA,NA,NA,NA
ASV_1330,Unknown,NA,NA,NA,NA,NA,NA
