ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1029,Unknown,NA,NA,NA,NA,NA,NA
ASV_103,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,NA
ASV_1030,Unknown,NA,NA,NA,NA,NA,NA
ASV_1031,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_1032,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus cf_ marshallae_glacialis SS_2001
ASV_1033,Unknown,NA,NA,NA,NA,NA,NA
ASV_1034,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,Microcalanus pygmaeus
ASV_1035,Unknown,NA,NA,NA,NA,NA,NA
ASV_1036,Unknown,NA,NA,NA,NA,NA,NA
ASV_1037,Eukaryota,Arthropoda,Hexanauplia,Polyarthra,Longipediidae,NA,NA
ASV_1038,Unknown,NA,NA,NA,NA,NA,NA
ASV_1039,Unknown,NA,NA,NA,NA,NA,NA
ASV_104,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
ASV_1040,Unknown,NA,NA,NA,NA,NA,NA
ASV_1041,Unknown,NA,NA,NA,NA,NA,NA
ASV_1042,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus finmarchicus
ASV_1043,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1044,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scaphocalanus,NA
ASV_1045,Unknown,NA,NA,NA,NA,NA,NA
ASV_1046,Unknown,NA,NA,NA,NA,NA,NA
ASV_1047,Unknown,NA,NA,NA,NA,NA,NA
ASV_1048,Eukaryota,Dinophyceae__p,Dinophyceae,Peridiniales,Protoperidiniaceae,NA,NA
ASV_1049,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Ctenocalanus,Ctenocalanus vanus
ASV_105,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1050,Unknown,NA,NA,NA,NA,NA,NA
ASV_1051,Unknown,NA,NA,NA,NA,NA,NA
ASV_1052,Unknown,NA,NA,NA,NA,NA,NA
ASV_1053,Unknown,NA,NA,NA,NA,NA,NA
ASV_1054,Unknown,NA,NA,NA,NA,NA,NA
ASV_1055,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1056,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1057,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1058,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,NA
ASV_1059,Unknown,NA,NA,NA,NA,NA,NA
ASV_106,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis
ASV_1060,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA
ASV_1061,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus plumchrus
ASV_1062,Unknown,NA,NA,NA,NA,NA,NA
ASV_1063,Unknown,NA,NA,NA,NA,NA,NA
ASV_1064,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,NA,NA
ASV_1065,Unknown,NA,NA,NA,NA,NA,NA
ASV_1066,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,NA,NA
ASV_1067,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus sinicus
ASV_1068,Unknown,NA,NA,NA,NA,NA,NA
ASV_1069,Unknown,NA,NA,NA,NA,NA,NA
ASV_107,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1070,Unknown,NA,NA,NA,NA,NA,NA
ASV_1071,Unknown,NA,NA,NA,NA,NA,NA
ASV_1072,Unknown,NA,NA,NA,NA,NA,NA
ASV_1073,Unknown,NA,NA,NA,NA,NA,NA
ASV_1074,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1075,Unknown,NA,NA,NA,NA,NA,NA
ASV_1076,Unknown,NA,NA,NA,NA,NA,NA
ASV_1077,Unknown,NA,NA,NA,NA,NA,NA
ASV_1078,Unknown,NA,NA,NA,NA,NA,NA
ASV_1079,Unknown,NA,NA,NA,NA,NA,NA
ASV_108,Unknown,NA,NA,NA,NA,NA,NA
ASV_1080,Unknown,NA,NA,NA,NA,NA,NA
ASV_1081,Unknown,NA,NA,NA,NA,NA,NA
ASV_1082,Unknown,NA,NA,NA,NA,NA,NA
ASV_1083,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Gaetanus,Gaetanus simplex
ASV_1084,Unknown,NA,NA,NA,NA,NA,NA
ASV_1085,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Ctenocalanus,Ctenocalanus vanus
ASV_1086,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1087,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages abdominalis
ASV_1088,Unknown,NA,NA,NA,NA,NA,NA
ASV_1089,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_109,Unknown,NA,NA,NA,NA,NA,NA
ASV_1090,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_1091,Unknown,NA,NA,NA,NA,NA,NA
ASV_1092,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1093,Unknown,NA,NA,NA,NA,NA,NA
ASV_1094,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Chiridius,NA
ASV_1095,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,NA
ASV_1096,Unknown,NA,NA,NA,NA,NA,NA
ASV_1097,Unknown,NA,NA,NA,NA,NA,NA
ASV_1098,Unknown,NA,NA,NA,NA,NA,NA
ASV_1099,Unknown,NA,NA,NA,NA,NA,NA
ASV_11,Unknown,NA,NA,NA,NA,NA,NA
ASV_110,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1100,Unknown,NA,NA,NA,NA,NA,NA
ASV_1101,Unknown,NA,NA,NA,NA,NA,NA
ASV_1102,Unknown,NA,NA,NA,NA,NA,NA
ASV_1103,Unknown,NA,NA,NA,NA,NA,NA
ASV_1104,Unknown,NA,NA,NA,NA,NA,NA
ASV_1105,Unknown,NA,NA,NA,NA,NA,NA
ASV_1106,Unknown,NA,NA,NA,NA,NA,NA
ASV_1107,Unknown,NA,NA,NA,NA,NA,NA
ASV_1108,Unknown,NA,NA,NA,NA,NA,NA
ASV_1109,Unknown,NA,NA,NA,NA,NA,NA
ASV_111,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,NA
ASV_1110,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1111,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,NA
ASV_1112,Unknown,NA,NA,NA,NA,NA,NA
ASV_1113,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
ASV_1114,Unknown,NA,NA,NA,NA,NA,NA
ASV_1115,Unknown,NA,NA,NA,NA,NA,NA
ASV_1116,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1117,Unknown,NA,NA,NA,NA,NA,NA
ASV_1118,Unknown,NA,NA,NA,NA,NA,NA
ASV_1119,Unknown,NA,NA,NA,NA,NA,NA
ASV_112,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_1120,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,NA
ASV_1121,Unknown,NA,NA,NA,NA,NA,NA
ASV_1122,Unknown,NA,NA,NA,NA,NA,NA
ASV_1123,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1124,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,NA
ASV_1125,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,NA
ASV_1126,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis
ASV_1127,Unknown,NA,NA,NA,NA,NA,NA
ASV_1128,Unknown,NA,NA,NA,NA,NA,NA
ASV_1129,Unknown,NA,NA,NA,NA,NA,NA
ASV_113,Unknown,NA,NA,NA,NA,NA,NA
ASV_1130,Unknown,NA,NA,NA,NA,NA,NA
ASV_1131,Unknown,NA,NA,NA,NA,NA,NA
ASV_1132,Unknown,NA,NA,NA,NA,NA,NA
ASV_1133,Unknown,NA,NA,NA,NA,NA,NA
ASV_1134,Unknown,NA,NA,NA,NA,NA,NA
ASV_1135,Unknown,NA,NA,NA,NA,NA,NA
ASV_1136,Unknown,NA,NA,NA,NA,NA,NA
ASV_1137,Unknown,NA,NA,NA,NA,NA,NA
ASV_1138,Unknown,NA,NA,NA,NA,NA,NA
ASV_1139,Unknown,NA,NA,NA,NA,NA,NA
ASV_114,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_1140,Unknown,NA,NA,NA,NA,NA,NA
ASV_1141,Eukaryota,Dinophyceae__p,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,NA,NA
ASV_1142,Unknown,NA,NA,NA,NA,NA,NA
ASV_1143,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA
ASV_1144,Unknown,NA,NA,NA,NA,NA,NA
ASV_1145,Unknown,NA,NA,NA,NA,NA,NA
ASV_1146,Unknown,NA,NA,NA,NA,NA,NA
ASV_1147,Unknown,NA,NA,NA,NA,NA,NA
ASV_1148,Unknown,NA,NA,NA,NA,NA,NA
ASV_1149,Unknown,NA,NA,NA,NA,NA,NA
ASV_115,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus bungii
ASV_1150,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1151,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus cristatus
ASV_1152,Unknown,NA,NA,NA,NA,NA,NA
ASV_1153,Unknown,NA,NA,NA,NA,NA,NA
ASV_1154,Unknown,NA,NA,NA,NA,NA,NA
ASV_1155,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus plumchrus
ASV_1156,Unknown,NA,NA,NA,NA,NA,NA
ASV_1157,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Euchirella,Euchirella pulchra
ASV_1158,Unknown,NA,NA,NA,NA,NA,NA
ASV_1159,Unknown,NA,NA,NA,NA,NA,NA
ASV_116,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_1160,Unknown,NA,NA,NA,NA,NA,NA
ASV_1161,Unknown,NA,NA,NA,NA,NA,NA
ASV_1162,Unknown,NA,NA,NA,NA,NA,NA
ASV_1163,Unknown,NA,NA,NA,NA,NA,NA
ASV_1164,Unknown,NA,NA,NA,NA,NA,NA
ASV_1165,Unknown,NA,NA,NA,NA,NA,NA
ASV_1166,Unknown,NA,NA,NA,NA,NA,NA
ASV_1167,Unknown,NA,NA,NA,NA,NA,NA
ASV_1168,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1169,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_117,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1170,Unknown,NA,NA,NA,NA,NA,NA
ASV_1171,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,NA,NA
ASV_1172,Unknown,NA,NA,NA,NA,NA,NA
ASV_1173,Unknown,NA,NA,NA,NA,NA,NA
ASV_1174,Unknown,NA,NA,NA,NA,NA,NA
ASV_1175,Unknown,NA,NA,NA,NA,NA,NA
ASV_1176,Unknown,NA,NA,NA,NA,NA,NA
ASV_1177,Unknown,NA,NA,NA,NA,NA,NA
ASV_1178,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Ctenocalanus,Ctenocalanus vanus
ASV_1179,Eukaryota,Dinophyceae__p,Dinophyceae,Peridiniales,NA,NA,NA
ASV_118,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1180,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1181,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1182,Unknown,NA,NA,NA,NA,NA,NA
ASV_1183,Unknown,NA,NA,NA,NA,NA,NA
ASV_1184,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1185,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
ASV_1186,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus cristatus
ASV_1187,Unknown,NA,NA,NA,NA,NA,NA
ASV_1188,Unknown,NA,NA,NA,NA,NA,NA
ASV_1189,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_119,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1190,Unknown,NA,NA,NA,NA,NA,NA
ASV_1191,Unknown,NA,NA,NA,NA,NA,NA
ASV_1192,Unknown,NA,NA,NA,NA,NA,NA
ASV_1193,Unknown,NA,NA,NA,NA,NA,NA
ASV_1194,Unknown,NA,NA,NA,NA,NA,NA
ASV_1195,Unknown,NA,NA,NA,NA,NA,NA
ASV_1196,Unknown,NA,NA,NA,NA,NA,NA
ASV_1197,Unknown,NA,NA,NA,NA,NA,NA
ASV_1198,Unknown,NA,NA,NA,NA,NA,NA
ASV_1199,Unknown,NA,NA,NA,NA,NA,NA
ASV_12,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_120,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,NA,NA
ASV_1200,Unknown,NA,NA,NA,NA,NA,NA
ASV_1201,Unknown,NA,NA,NA,NA,NA,NA
ASV_1202,Eukaryota,Arthropoda,Hexanauplia,NA,NA,NA,NA
ASV_1203,Unknown,NA,NA,NA,NA,NA,NA
ASV_1204,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1205,Unknown,NA,NA,NA,NA,NA,NA
ASV_1206,Unknown,NA,NA,NA,NA,NA,NA
ASV_1207,Unknown,NA,NA,NA,NA,NA,NA
ASV_1208,Unknown,NA,NA,NA,NA,NA,NA
ASV_1209,Unknown,NA,NA,NA,NA,NA,NA
ASV_121,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1210,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1211,Unknown,NA,NA,NA,NA,NA,NA
ASV_1212,Unknown,NA,NA,NA,NA,NA,NA
ASV_1213,Unknown,NA,NA,NA,NA,NA,NA
ASV_1214,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella minor
ASV_1215,Unknown,NA,NA,NA,NA,NA,NA
ASV_1216,Unknown,NA,NA,NA,NA,NA,NA
ASV_1217,Unknown,NA,NA,NA,NA,NA,NA
ASV_1218,Unknown,NA,NA,NA,NA,NA,NA
ASV_1219,Unknown,NA,NA,NA,NA,NA,NA
ASV_122,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1220,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1221,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1222,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,NA,NA
ASV_1223,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,NA
ASV_1224,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Metridia pacifica
ASV_1225,Unknown,NA,NA,NA,NA,NA,NA
ASV_1226,Unknown,NA,NA,NA,NA,NA,NA
ASV_1227,Unknown,NA,NA,NA,NA,NA,NA
ASV_1228,Unknown,NA,NA,NA,NA,NA,NA
ASV_1229,Unknown,NA,NA,NA,NA,NA,NA
ASV_123,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1230,Unknown,NA,NA,NA,NA,NA,NA
ASV_1231,Unknown,NA,NA,NA,NA,NA,NA
ASV_1232,Unknown,NA,NA,NA,NA,NA,NA
ASV_1233,Unknown,NA,NA,NA,NA,NA,NA
ASV_1234,Unknown,NA,NA,NA,NA,NA,NA
ASV_1235,Unknown,NA,NA,NA,NA,NA,NA
ASV_1236,Unknown,NA,NA,NA,NA,NA,NA
ASV_1237,Unknown,NA,NA,NA,NA,NA,NA
ASV_1238,Unknown,NA,NA,NA,NA,NA,NA
ASV_1239,Unknown,NA,NA,NA,NA,NA,NA
ASV_124,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1240,Unknown,NA,NA,NA,NA,NA,NA
ASV_1241,Unknown,NA,NA,NA,NA,NA,NA
ASV_1242,Unknown,NA,NA,NA,NA,NA,NA
ASV_1243,Unknown,NA,NA,NA,NA,NA,NA
ASV_1244,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,NA,NA
ASV_1245,Unknown,NA,NA,NA,NA,NA,NA
ASV_1246,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,NA
ASV_1247,Unknown,NA,NA,NA,NA,NA,NA
ASV_1248,Unknown,NA,NA,NA,NA,NA,NA
ASV_1249,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,NA,NA
ASV_125,Eukaryota,Dinophyceae__p,Dinophyceae,Peridiniales,NA,NA,NA
ASV_1250,Eukaryota,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,NA
ASV_1251,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1252,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_1253,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1254,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1255,Unknown,NA,NA,NA,NA,NA,NA
ASV_1256,Unknown,NA,NA,NA,NA,NA,NA
ASV_1257,Unknown,NA,NA,NA,NA,NA,NA
ASV_1258,Unknown,NA,NA,NA,NA,NA,NA
ASV_1259,Unknown,NA,NA,NA,NA,NA,NA
ASV_126,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1260,Unknown,NA,NA,NA,NA,NA,NA
ASV_1261,Unknown,NA,NA,NA,NA,NA,NA
ASV_1262,Unknown,NA,NA,NA,NA,NA,NA
ASV_1263,Unknown,NA,NA,NA,NA,NA,NA
ASV_1264,Eukaryota,Dinophyceae__p,Dinophyceae,Peridiniales,NA,NA,NA
ASV_1265,Unknown,NA,NA,NA,NA,NA,NA
ASV_1266,Unknown,NA,NA,NA,NA,NA,NA
ASV_1267,Unknown,NA,NA,NA,NA,NA,NA
ASV_1268,Unknown,NA,NA,NA,NA,NA,NA
ASV_1269,Unknown,NA,NA,NA,NA,NA,NA
ASV_127,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1270,Unknown,NA,NA,NA,NA,NA,NA
ASV_1271,Unknown,NA,NA,NA,NA,NA,NA
ASV_1272,Unknown,NA,NA,NA,NA,NA,NA
ASV_1273,Unknown,NA,NA,NA,NA,NA,NA
ASV_1274,Unknown,NA,NA,NA,NA,NA,NA
ASV_1275,Unknown,NA,NA,NA,NA,NA,NA
ASV_1276,Unknown,NA,NA,NA,NA,NA,NA
ASV_1277,Unknown,NA,NA,NA,NA,NA,NA
ASV_1278,Unknown,NA,NA,NA,NA,NA,NA
ASV_1279,Eukaryota,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
ASV_128,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus minutus
ASV_1280,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1281,Unknown,NA,NA,NA,NA,NA,NA
ASV_1282,Unknown,NA,NA,NA,NA,NA,NA
ASV_1283,Unknown,NA,NA,NA,NA,NA,NA
ASV_1284,Unknown,NA,NA,NA,NA,NA,NA
ASV_1285,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,Microcalanus pygmaeus
ASV_1286,Unknown,NA,NA,NA,NA,NA,NA
ASV_1287,Unknown,NA,NA,NA,NA,NA,NA
ASV_1288,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
ASV_1289,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_129,Unknown,NA,NA,NA,NA,NA,NA
ASV_1290,Unknown,NA,NA,NA,NA,NA,NA
ASV_1291,Unknown,NA,NA,NA,NA,NA,NA
ASV_1292,Unknown,NA,NA,NA,NA,NA,NA
ASV_1293,Unknown,NA,NA,NA,NA,NA,NA
ASV_1294,Unknown,NA,NA,NA,NA,NA,NA
ASV_1295,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1296,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella minor
ASV_1297,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,Aetideus,NA
ASV_1298,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Metridia pacifica
ASV_1299,Unknown,NA,NA,NA,NA,NA,NA
ASV_13,Unknown,NA,NA,NA,NA,NA,NA
ASV_130,Unknown,NA,NA,NA,NA,NA,NA
ASV_1300,Unknown,NA,NA,NA,NA,NA,NA
ASV_1301,Unknown,NA,NA,NA,NA,NA,NA
ASV_1302,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1303,Unknown,NA,NA,NA,NA,NA,NA
ASV_1304,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1305,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
ASV_1306,Eukaryota,Raphidophyceae__p,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo
ASV_1307,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1308,Unknown,NA,NA,NA,NA,NA,NA
ASV_1309,Eukaryota,Dinophyceae__p,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,NA,NA
ASV_131,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus
ASV_1310,Unknown,NA,NA,NA,NA,NA,NA
ASV_1311,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,NA,NA
ASV_1312,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis
ASV_1313,Unknown,NA,NA,NA,NA,NA,NA
ASV_1314,Unknown,NA,NA,NA,NA,NA,NA
ASV_1315,Eukaryota,Bacillariophyta,Mediophyceae,NA,NA,NA,NA
ASV_1316,Unknown,NA,NA,NA,NA,NA,NA
ASV_1317,Unknown,NA,NA,NA,NA,NA,NA
ASV_1318,Unknown,NA,NA,NA,NA,NA,NA
ASV_1319,Unknown,NA,NA,NA,NA,NA,NA
ASV_132,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,NA
ASV_1320,Eukaryota,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,Oikopleura dioica
ASV_1321,Eukaryota,Dinophyceae__p,Dinophyceae,Suessiales,Suessiaceae,NA,NA
ASV_1322,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,NA,NA
ASV_1323,Unknown,NA,NA,NA,NA,NA,NA
