ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_49,Eukaryota,Arthropoda,Malacostraca,Decapoda,Cancridae,NA,NA
ASV_234,Eukaryota,Arthropoda,Malacostraca,Decapoda,Caridea__f,NA,NA
ASV_641,Eukaryota,Arthropoda,Malacostraca,Decapoda,Crangonidae,NA,NA
ASV_134,Eukaryota,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,NA
ASV_45,Eukaryota,Arthropoda,Malacostraca,Decapoda,Galatheidae,NA,NA
ASV_6583,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippidae,Emerita,Emerita analoga
ASV_91,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,NA,NA
ASV_997,Eukaryota,Arthropoda,Malacostraca,Decapoda,Lithodidae,NA,NA
ASV_3073,Eukaryota,Arthropoda,Malacostraca,Decapoda,Lithodidae,Rhinolithodes,NA
ASV_5539,Eukaryota,Arthropoda,Malacostraca,Decapoda,Munididae,Grimothea,Grimothea quadrispina
ASV_2844,Eukaryota,Arthropoda,Malacostraca,Decapoda,NA,NA,NA
ASV_213,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Oregonia,Oregonia gracilis
ASV_46,Eukaryota,Arthropoda,Malacostraca,Decapoda,Paguridae,NA,NA
ASV_92,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA
ASV_1034,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus stenolepis
ASV_51,Eukaryota,Arthropoda,Malacostraca,Decapoda,Panopeidae,Lophopanopeus,Lophopanopeus bellus
ASV_375,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea pacifica
ASV_215,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Fabia,Fabia subquadrata
ASV_50,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,NA
ASV_2087,Eukaryota,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheres,NA
ASV_3999,Eukaryota,Arthropoda,Malacostraca,Decapoda,Porcellanidae,NA,NA
ASV_1831,Eukaryota,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,NA
ASV_1747,Eukaryota,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,NA
ASV_1064,Eukaryota,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA
ASV_73,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia pacifica
ASV_5413,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Hansarsia,Hansarsia difficilis
ASV_72,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA
ASV_230,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,NA
ASV_7819,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa longipes
ASV_81,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa raschii
ASV_951,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa spinifera
ASV_71,Eukaryota,Arthropoda,Malacostraca,Isopoda,NA,NA,NA
ASV_512,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,Alienacanthomysis macropsis
ASV_3865,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Meterythrops,Meterythrops robustus
ASV_697,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,NA
ASV_7751,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Pseudomma,NA
ASV_4669,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,Pseudomma,Pseudomma berkeleyi
ASV_232,Eukaryota,Arthropoda,Malacostraca,Mysidacea__o,NA,NA,NA
ASV_83,Eukaryota,Arthropoda,Ostracoda,NA,NA,NA,NA
ASV_4,Eukaryota,Bryozoa,NA,NA,NA,NA,NA
ASV_5,Eukaryota,Chaetognatha,NA,NA,NA,NA,NA
ASV_510,Eukaryota,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,NA
ASV_82,Eukaryota,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA
ASV_793,Eukaryota,Chordata,Ascidiacea,NA,NA,NA,NA
ASV_364,Eukaryota,Chordata,Testudines__c,Testudines,Chelidae,Hydromedusa,NA
ASV_6609,Eukaryota,Chordata,Thaliacea,Doliolida,NA,NA,NA
ASV_5913,Eukaryota,Cnidaria,Anthozoa,Actiniaria,Haloclavidae,Peachia,NA
ASV_3006,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,NA
ASV_489,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,NA
ASV_2915,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA
ASV_62,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,NA,NA,NA
ASV_3686,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,NA
ASV_768,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Halitholus,NA
ASV_63,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,NA
ASV_5671,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Stomotoca,Stomotoca atra
ASV_69,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,Proboscidactyla flavicirrata
ASV_223,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Rathkeidae,Rathkea,NA
ASV_64,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,Aequorea victoria
ASV_65,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia,Clytia gregaria
ASV_66,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,Eutonina indicans
ASV_771,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Mitrocoma,Mitrocoma cellularia
ASV_67,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,NA,NA,NA
ASV_68,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Obeliidae,Obelia,NA
ASV_227,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Solmissus,NA
ASV_96,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga
ASV_93,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea atlantica
ASV_584,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA
ASV_70,Eukaryota,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,Aglantha digitale
ASV_88,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia labiata
ASV_7013,Eukaryota,Ctenophora,NA,NA,NA,NA,NA
ASV_52,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei
ASV_53,Eukaryota,Dinophyceae__p,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,NA
ASV_355,Eukaryota,Echinodermata,Holothuroidea,NA,NA,NA,NA
ASV_354,Eukaryota,Echinodermata,NA,NA,NA,NA,NA
ASV_759,Eukaryota,Echinodermata,Ophiuroidea,NA,NA,NA,NA
ASV_157,Eukaryota,Mollusca,Bivalvia,NA,NA,NA,NA
ASV_103,Eukaryota,Mollusca,Cephalopoda,Octopoda,NA,NA,NA
ASV_6921,Eukaryota,Mollusca,Cephalopoda,Teuthida,NA,NA,NA
ASV_1907,Eukaryota,Mollusca,Gastropoda,Cephalaspidea,Gastropteridae,Gastropteron,Gastropteron pacificum
ASV_560,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,NA
ASV_60,Eukaryota,Mollusca,Gastropoda,NA,NA,NA,NA
ASV_59,Eukaryota,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,Clione limacina
ASV_61,Eukaryota,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina helicina
ASV_3535,Eukaryota,Nematoda,NA,NA,NA,NA,NA
ASV_2406,Eukaryota,Nemertea,NA,NA,NA,NA,NA
ASV_84,Eukaryota,Phoronida,NA,NA,NA,NA,NA
ASV_2250,Eukaryota,Platyhelminthes,NA,NA,NA,NA,NA
ASV_7673,Eukaryota,Platyhelminthes,Turbellaria,NA,NA,NA,NA
ASV_58,Fish,NA,NA,NA,NA,NA,NA
ASV_219,Forage fish,NA,NA,NA,NA,NA,NA
ASV_296,Gammaridea,NA,NA,NA,NA,NA,NA
ASV_3521,Geomackiea zephyrolata,NA,NA,NA,NA,NA,NA
ASV_1775,Hydroid,NA,NA,NA,NA,NA,NA
ASV_5239,Mites,NA,NA,NA,NA,NA,NA
ASV_1577,Pacifacanthomysis nephrophthalma,NA,NA,NA,NA,NA,NA
ASV_7035,Physonect,NA,NA,NA,NA,NA,NA
ASV_374,Scyphomedusa,NA,NA,NA,NA,NA,NA
ASV_485,Unknown,NA,NA,NA,NA,NA,NA
ASV_7311,Xantharus cryeri,NA,NA,NA,NA,NA,NA
ASV_370,Xenacanthomysis pseudomacropsis,NA,NA,NA,NA,NA,NA
