x	MP_1804_P12_Ve	MP_1804_P12_Ob	MP_1804_P8_Ob	MP_1807_P12_Ob	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P22_Ob	MP_1807_P28_Ve	MP_1807_P28_Ob	MP_1807_P38_Ve	MP_1807_P4_Ob	MP_1807_P4_Ve	MP_1804_P22_Ve	MP_1807_P402_Ve	MP_1807_P402_Ob	MP_1807_P8_Ve	MP_1807_P8_Ob	MP_1809_P12_Ve	MP_1809_P12_Ob	MP_1809_P22_Ve	MP_1809_P22_Ob	MP_1809_P28_Ve	MP_1809_P28_Ob	MP_1809_P38_Ve	MP_1809_P38_Ob	MP_1809_P4_Ve	MP_1804_P22_Ob	MP_1809_P4_Ob	MP_1809_P402_Ve	MP_1809_P402_Ob	MP_1809_P8_Ve	MP_1809_P8_Ob	MP_1904_P12_Ve	MP_1904_P12_Ob	MP_1904_P22_Ve	MP_1904_P22_Ob	MP_1804_P28_Ve	MP_1904_P28_Ve	MP_1904_P28_Ob	MP_1904_P38_Ve	MP_1904_P38_Ob	MP_1904_P4_Ve	MP_1904_P4_Ob	MP_1904_P402_Ve	MP_1904_P402_Ob	MP_1904_P8_Ve	MP_1904_P8_Ob	MP_1804_P28_Ob	MP_1907_P12_Ve	MP_1907_P22_Ve	MP_1907_P22_Ob	MP_1907_P28_Ve	MP_1907_P28_Ob	MP_1907_P38_Ve	MP_1907_P38_Ob	MP_1804_P38_Ve	MP_1907_P4_Ve	MP_1907_P4_Ob	MP_1907_P402_Ve	MP_1907_P402_Ob	MP_1907_P8_Ve	MP_1907_P8_Ob	MP_1909_P12_Ve	MP_1909_P12_Ob	MP_1909_P22_Ve	MP_1909_P22_Ob	MP_1909_P28_Ve	MP_1909_P28_Ob	MP_1909_P38_Ve	MP_1909_P38_Ob	MP_1909_P4_Ve	MP_1804_P38_Ob	MP_1909_P4_Ob	MP_1909_P402_Ve	MP_1909_P402_Ob	MP_1909_P8_Ve	MP_1909_P8_Ob	MP_2007_P12_Ve	MP_2007_P12_Ob	MP_2007_P22_Ve	MP_2007_P28_Ve	MP_2007_P28_Ob	MP_2007_P38_Ve	MP_1804_P4_Ve	MP_2007_P38_Ob	MP_2007_P4_Ve	MP_2007_P4_Ob	MP_2007_P402_Ve	MP_2007_P402_Ob	MP_2007_P8_Ve	MP_2007_P8_Ob	MP_2010_P105_Ve	MP_2010_P105_Ob	MP_2010_P123_Ve	MP_1804_P4_Ob	MP_2010_P123_Ob	MP_2010_P132_Ve	MP_2010_P132_Ob	MP_2010_P136_Ve	MP_2010_P136_Ob	MP_2010_P22_Ve	MP_2010_P22_Ob	MP_2010_P28_Ve	MP_2010_P28_Ob	MP_2010_P381_Ve	MP_1804_P402_Ve	MP_2010_P381_Ob	MP_2010_P7_Ve	MP_2010_P7_Ob	MP_2009_P12_Ve	MP_2009_P12_Ob	MP_2009_P22_Ve	MP_2009_P22_Ob	MP_2009_P28_Ve	MP_2009_P28_Ob	MP_2009_P38_Ve	MP_2009_P38_Ob	MP_2009_P4_Ve	MP_2009_P4_Ob	MP_2009_P402_Ve	MP_2009_P402_Ob	MP_2009_P8_Ve	MP_1804_P402_Ob	MP_2009_P8_Ob	MP_1804_P8_Ve
ASV_592	0	0	0	0	0.00416049	0.038852099	0.001138024	0	0	0.014624516	0.054742134	0.038825559	0	0.014460808	0	0.013763814	0	0.00354899	0	0.004398975	0	0	0	0	0	0.050932454	0	0.02073952	0.407947038	0	0	0	0	0.002301726	0	0	0	0.003125401	0	0	0	0.193774843	0.056006542	0.129183227	0	0.002571322	0.002249368	0	0	0	0	0	0	0.000352626	0	0	0.009227373	0.011811541	0.061362032	0	0	0	0.003343828	0	0	0	0	0	0	0	0.01304881	0	0.005260173	0.049056922	0.000588776	0.000178381	0	0	0	0.007497031	0	0	0	0.059911059	0	0.300644592	0.130926185	0.023757835	0.014254721	0	0	0	0	0	0.009491803	0	0.013433264	0	0.009560276	0.001451085	0	0	0	0	0	0.009002314	0	0	0	0.005265621	0	0.044690412	0.004330633	0	0	0.019798196	0.004028181	0	0	0	0	0	0.001422038	0	0
ASV_164	0	0	0	0	0	0	0	0	0	0	0.055888917	0.035734352	0.008759445	0	0	0.031617337	0.004164846	0.002613141	0.002211566	0	0	0	0	0	0	0.00868724	0	0	0.030878129	0	0	0	0	0	0.008727979	0	0.026277227	0	0	0.008074865	0.002603983	3.852298324	0.199256198	0.059350258	0	0.007799953	0.005167101	0	0	0	0	0	0	0	0	0.017390664	0.157592869	0.003745424	0	0.003756827	0.023093485	0	0	0	0	0	0	0	0	0	0	0	0.008025147	0	0	0.018392996	0	0	0	0	0	0	0	6.794007481	0	0.164752999	0.020982914	0	0	0.124947904	0	0	0	0	0.782445598	0.001582143	0	0	0	0	0	0	0	0	0	0.012050051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067958757
ASV_166	0	0	0.047184503	0	0	0.046895892	0.00904401	0	0.006545411	0	0	0	0.004396315	0	0	0.001580867	0.010396396	0	0	0.47247157	0.25068562	0.038142837	0.009433903	0	0.001958938	0	0.022640811	0	0.015618489	0	0.14846608	0.007632176	0	0	0.313661644	0.207148031	0.002305216	0.041707025	0.044188602	0.016149729	0.006500129	0	0.004764984	0	0	0.155734878	0.280445671	0.047436581	0	0.116205811	0.242062977	0	0.021045705	0	0	0	0	0	0	0	0.109563313	0.003635409	0	0	0.133024066	0.126887065	0.099510917	0.018539205	0.017564717	0	0	0	0.000645516	0	0	0.110636354	0.12078687	0	0	0.076776935	0.029331402	0.017208617	0.002505146	0	0	0	0	0	0	0.124947904	0.061335138	1.135839779	0.680742683	0.87481739	0	0.23487179	0.387730923	0.045266335	0.189015266	0.086156947	0.043313063	0.01311885	0	0.023360563	0.844344275	0	1.032316576	0.007655291	0.003176946	0	0	0.179654828	0.026464452	0	0	0	0	0	0	0	0	0.020850355	0	0.04408832	0.156280367
ASV_4040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015932956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003329142	0	0	0	0	0	0	0
ASV_2797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115186456	0	0	0	0	0	0	0.011528841	0	0.0949816	0	0	0	0	0	0	0	0	0	0.393347696	0	0.186182714	0	0	0.135424692	0	0.237974585	0	0	0	0.918225764	0	0	0	0.062196549	0	0.12056815	0	0	0.062915885	0	0.204208165	0	0	0	0	0	0	0.680313086	0	0	0	0	0.103221652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017856571	0	0	0	0.427794244	0	0.066572735	0	0.293705078	0	0.001554645	0	0	0	0
ASV_8	0.58042453	0.450584961	0	0.306067224	0.714503136	0	0.000450974	0.75788779	0.204485245	0.584421208	0.412403134	0.69657726	2.207340141	0.273770545	0.842175841	0.007776789	0	2.200873938	1.804908694	0.008716079	0	0	0.086126307	0.181780589	0.151520537	0.39650701	0	0.30026058	0.447629141	0.441348088	0	0.006094728	0.524660487	0	0	0	0.141123117	0.118339529	0	0.458348035	0	0	0	0.182185082	0	0	0	0.067362125	1.365127263	0	0	0.390994806	0	0.049225998	0	0.971769891	0	0	1.060381359	0	0.009959618	0	0.880424228	0	0	0	0.491827826	0	0.5184387	0	0.051709533	0.032430333	0	0.145726109	0	0	0	0.064178862	0.147418954	0	0.012649869	0	0	0	0	0.318504935	0	0	0	0	0	0	0	0	0.004412875	0	0	0	0	0	0	0	0.661048002	0	0	0.401018303	0	0	0	0.181987647	0	0	0	0.817347812	0	0.039227922	0	0.030367988	0	0.002233227	0	0	0.10768751	0	0
ASV_1373	0	0	0	0	0	0	0	0	0	0.014488426	0.012051717	0.007692853	0	0	0	0	0	0	0.001944988	0	0	0	0	0	0	0.166143552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015675859	0	0	0	0	0.020854489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.828916645	0	0	0	0.648956685	0.299027054	0	0	0	0	0	0
ASV_19	0.015364458	0	0	0	0.000813725	0	0	0	0	0.085809632	0	0	0	0	0	0	0	0.160679863	0.043588323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04621823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022253039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175622293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11	0.047785822	0	0.027557043	0	0	0.004466459	0	0.31571456	0	0	0	0	2.065768768	0	0	0	0	0.3622187	0.090042411	0	0.052608628	0	0	0	0	0	0.018442856	0	0	0	0.396133227	0	0	0	2.802022541	1.237881399	0.143022529	0.297160261	0.039347982	0.148473886	0.015415212	0.016864793	0	0	0	0.039941616	0.002116708	0.008378219	0.165893198	0.140801753	0.304110751	1.401602033	0	1.016411367	0	0.272210369	0.035992517	0	0	0	0.336900374	0	0.024122761	0.151219581	0	0.000321281	0.002433233	0.070030468	2.257399722	0.117279228	0.029496886	0.290006807	0	0.093881892	0	0.332766874	0	0	0	0	0.048232713	0.475185799	0	0	0	0	0	0	0	0.096599745	0.0002184574	1.475790034	0.045340358	0.143902415	0	0.007922184	0.010120027	0	0.019295965	0	0	0	3.820817381	0	2.424441143	0	0.060244251	0	0	0	0	0	0	0	0	0	0	0.641530291	0.129702758	0	0	0	0	0	0.206315525
ASV_12	1.607979069	0.198257451	0.901302702	0.659257277	6.134295148	0.239384166	0.051699774	8.888237522	4.558368212	4.366928854	4.053609092	16.606577403	0.218689135	4.395879552	2.837811177	3.961689538	1.112991574	1.308245603	1.87911614	0.3566218	0.213027811	6.199220149	3.87504527	5.517145629	3.42873566	1.288733617	0.006335704	6.750787382	0.336941577	0.386168645	6.173595531	1.092913797	0.564780875	0.653550738	0.193364724	0.382547391	0.685273405	0.578418694	0.037283728	2.173998289	0.275786258	0.708714049	0.462005764	0.417514879	0.060334517	0.218018711	0.106513291	0.04010544	2.659524807	1.442651606	1.267710713	14.490287074	4.436464999	12.005639769	6.915610605	2.535981822	2.268478088	0.406572386	1.489678998	0.537383727	9.512271683	0.575933399	1.47887731	0.119414472	0.962309713	0.525736047	5.80364517	1.129292896	18.529514771	3.437699844	2.428034894	1.06087809	0.402321807	0.426875785	0.372208526	3.866723468	2.935111178	1.579178469	2.461737242	0.494771605	2.652118691	2.618605646	13.476572238	0.387421675	1.548379811	0.978517335	0.020732093	0.424062749	0.217217073	2.788365951	0.521082946	0.153092592	0.150823619	0.340552819	0.015135433	0.041216454	0.331609319	0.01272597	0.235930561	0.058154571	0.032028417	0.005742512	24.886486575	26.835430183	0.503079283	0.220515098	0.149262321	0.071428458	0.051258997	1.984016298	0.640912788	1.017389558	0.199789606	21.567808773	6.411405384	8.628538775	0.450597214	2.532585151	1.083492364	0.195908594	0.006254671	9.455329018	0.269294751	2.520498788	1.278572431
ASV_6318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033067669	0.004988253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010699805	0	0	0	0	0	0	0	0	0	0	0	0.004068726	0	0	0.020992518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032329634	0	0	0	0	0	0	0	1.138144289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_188	0	0	0	0	0	0	0	0	0	0	0	0	0.15881294	0	0	0	0	0.049935602	0.039263167	0	0	0	0	0	0	2.747085465	1.207166595	0	0	0	0	0	0	0	0	0.087221238	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047138854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_189	0	0	0	0	0	0	0	0	0	0	0	0	0.004416318	0	0	0	0	0	0	0	0	0	0	0	0	1.406518052	0.036497825	0	0	0	0	0	0	0	0.005346282	0.078774027	0	0.090313874	0	0	0	0	0	0	0	0.054271577	0.09703065	0	0	0.034759505	0.422128215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004460905	0	0	0	0	0	0.008495617	0.144694457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005284733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068558696
ASV_1099	0	0	0	0	0.006221273	0	0	0.032480098	0	0	0	0	0	0	0	0	0	0	0.015489684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001554641	0	0	0.001162635	0	0.009466073	0	0	0	0	0	0	0	0	0	0	0.011425491	0	0	0	0.006243436	0	0	0	0.920866103	0	0	0	0	0	0	0.027535725	0	0	0.09020892	0	0	0	0	0	0	0	0	0	0	0	0.003493133	0	0.007251232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005316092	0.010273035	0	0	0	0	0	0	0.109719154	0.12389075	0	0	0	0	0	0
ASV_7790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038923576	0	0	0	0	0	0
